,Salary Estimate,Location,Industry,Min,Max,City,State
1308,$34K-$61K,"San Diego, CA",Colleges & Universities,$34K,$61K,San Diego,CA
1309,$34K-$61K,"San Diego, CA",Staffing & Outsourcing,$34K,$61K,San Diego,CA
1310,$34K-$61K,"San Diego, CA",Lending,$34K,$61K,San Diego,CA
1311,$34K-$61K,"San Diego, CA",Aerospace & Defense,$34K,$61K,San Diego,CA
1312,$34K-$61K,"San Diego, CA",IT Services,$34K,$61K,San Diego,CA
1313,$24K-$48K,"Plano, TX",Enterprise Software & Network Solutions,$24K,$48K,Plano,TX
1314,$24K-$48K,"Plano, TX",Enterprise Software & Network Solutions,$24K,$48K,Plano,TX
1315,$24K-$48K,"Allen, TX",Computer Hardware & Software,$24K,$48K,Allen,TX
1316,$24K-$48K,"Arlington, TX",Grocery Stores & Supermarkets,$24K,$48K,Arlington,TX
1317,$24K-$48K,"Dallas, TX",Consulting,$24K,$48K,Dallas,TX
1318,$24K-$48K,"Dallas, TX",Enterprise Software & Network Solutions,$24K,$48K,Dallas,TX
1319,$24K-$48K,"Dallas, TX",Staffing & Outsourcing,$24K,$48K,Dallas,TX
1320,$24K-$48K,"Dallas, TX",Staffing & Outsourcing,$24K,$48K,Dallas,TX
1321,$24K-$48K,"Dallas, TX",Investment Banking & Asset Management,$24K,$48K,Dallas,TX
1322,$24K-$48K,"Richardson, TX",Audiovisual,$24K,$48K,Richardson,TX
1323,$24K-$48K,"Dallas, TX",Advertising & Marketing,$24K,$48K,Dallas,TX
1324,$24K-$48K,"Dallas, TX",Financial Analytics & Research,$24K,$48K,Dallas,TX
1325,$24K-$48K,"Dallas, TX",Unknown,$24K,$48K,Dallas,TX
1326,$24K-$48K,"Dallas, TX",IT Services,$24K,$48K,Dallas,TX
1327,$24K-$48K,"Dallas, TX",Municipal Governments,$24K,$48K,Dallas,TX
1328,$24K-$48K,"Dallas, TX",Investment Banking & Asset Management,$24K,$48K,Dallas,TX
1329,$24K-$48K,"Irving, TX",IT Services,$24K,$48K,Irving,TX
1330,$24K-$48K,"Irving, TX",IT Services,$24K,$48K,Irving,TX
1331,$24K-$48K,"Arlington, TX",Grocery Stores & Supermarkets,$24K,$48K,Arlington,TX
1332,$24K-$48K,"Dallas, TX",Telecommunications Services,$24K,$48K,Dallas,TX
1333,$24K-$48K,"Richardson, TX",Staffing & Outsourcing,$24K,$48K,Richardson,TX
1334,$24K-$48K,"Dallas, TX",Unknown,$24K,$48K,Dallas,TX
1335,$24K-$48K,"Dallas, TX",Video Games,$24K,$48K,Dallas,TX
1336,$24K-$48K,"Dallas, TX",Advertising & Marketing,$24K,$48K,Dallas,TX
1337,$24K-$48K,"Irving, TX",Banks & Credit Unions,$24K,$48K,Irving,TX
1338,$24K-$48K,"Dallas, TX",Health Care Services & Hospitals,$24K,$48K,Dallas,TX
1339,$24K-$48K,"Dallas, TX",IT Services,$24K,$48K,Dallas,TX
1340,$24K-$48K,"Plano, TX",Unknown,$24K,$48K,Plano,TX
1341,$24K-$48K,"Dallas, TX",Enterprise Software & Network Solutions,$24K,$48K,Dallas,TX
1342,$30K-$53K,"Dallas, TX",Staffing & Outsourcing,$30K,$53K,Dallas,TX
1343,$30K-$53K,"Dallas, TX",Preschool & Child Care,$30K,$53K,Dallas,TX
1344,$30K-$53K,"Irving, TX",Unknown,$30K,$53K,Irving,TX
1345,$30K-$53K,"Dallas, TX",Health Care Services & Hospitals,$30K,$53K,Dallas,TX
1346,$30K-$53K,"Dallas, TX",Staffing & Outsourcing,$30K,$53K,Dallas,TX
1347,$30K-$53K,"Dallas, TX",Investment Banking & Asset Management,$30K,$53K,Dallas,TX
1348,$30K-$53K,"Dallas, TX",Preschool & Child Care,$30K,$53K,Dallas,TX
1349,$30K-$53K,"Irving, TX",Insurance Carriers,$30K,$53K,Irving,TX
1350,$30K-$53K,"Dallas, TX",Health Care Services & Hospitals,$30K,$53K,Dallas,TX
1351,$30K-$53K,"Dallas, TX",Federal Agencies,$30K,$53K,Dallas,TX
1352,$30K-$53K,"Dallas, TX",Unknown,$30K,$53K,Dallas,TX
1353,$30K-$53K,"Dallas, TX",Health Care Services & Hospitals,$30K,$53K,Dallas,TX
1354,$30K-$53K,"Irving, TX",Unknown,$30K,$53K,Irving,TX
1355,$30K-$53K,"Grapevine, TX",Industrial Manufacturing,$30K,$53K,Grapevine,TX
1356,$30K-$53K,"Dallas, TX",Transportation Equipment Manufacturing,$30K,$53K,Dallas,TX
1357,$30K-$53K,"Plano, TX",Staffing & Outsourcing,$30K,$53K,Plano,TX
1358,$30K-$53K,"Irving, TX",IT Services,$30K,$53K,Irving,TX
1359,$30K-$53K,"Dallas, TX",Banks & Credit Unions,$30K,$53K,Dallas,TX
1360,$30K-$53K,"Plano, TX",IT Services,$30K,$53K,Plano,TX
1361,$30K-$53K,"Dallas, TX",Staffing & Outsourcing,$30K,$53K,Dallas,TX
1362,$30K-$53K,"Dallas, TX",Oil & Gas Services,$30K,$53K,Dallas,TX
1363,$30K-$53K,"Irving, TX",Investment Banking & Asset Management,$30K,$53K,Irving,TX
1364,$30K-$53K,"Dallas, TX",IT Services,$30K,$53K,Dallas,TX
1365,$30K-$53K,"Arlington, TX",Membership Organizations,$30K,$53K,Arlington,TX
1366,$30K-$53K,"Dallas, TX",Unknown,$30K,$53K,Dallas,TX
1367,$30K-$53K,"Dallas, TX",Investment Banking & Asset Management,$30K,$53K,Dallas,TX
1368,$30K-$53K,"Plano, TX",Computer Hardware & Software,$30K,$53K,Plano,TX
1369,$30K-$53K,"Plano, TX",Consulting,$30K,$53K,Plano,TX
1370,$30K-$53K,"Irving, TX",Staffing & Outsourcing,$30K,$53K,Irving,TX
1371,$30K-$53K,"Richardson, TX",Computer Hardware & Software,$30K,$53K,Richardson,TX
1372,$41K-$86K,"Lewisville, TX",Consumer Products Manufacturing,$41K,$86K,Lewisville,TX
1373,$41K-$86K,"Dallas, TX",Video Games,$41K,$86K,Dallas,TX
1374,$41K-$86K,"Grapevine, TX",Consulting,$41K,$86K,Grapevine,TX
1375,$41K-$86K,"Irving, TX",Computer Hardware & Software,$41K,$86K,Irving,TX
1376,$41K-$86K,"Plano, TX",Staffing & Outsourcing,$41K,$86K,Plano,TX
1377,$41K-$86K,"Addison, TX",Health Care Services & Hospitals,$41K,$86K,Addison,TX
1378,$41K-$86K,"Irving, TX",Unknown,$41K,$86K,Irving,TX
1379,$41K-$86K,"Plano, TX",Unknown,$41K,$86K,Plano,TX
1380,$41K-$86K,"Irving, TX",IT Services,$41K,$86K,Irving,TX
1381,$41K-$86K,"Arlington, TX",Convenience Stores & Truck Stops,$41K,$86K,Arlington,TX
1382,$41K-$86K,"Plano, TX",IT Services,$41K,$86K,Plano,TX
1383,$41K-$86K,"Irving, TX",Investment Banking & Asset Management,$41K,$86K,Irving,TX
1384,$41K-$86K,"Plano, TX",Unknown,$41K,$86K,Plano,TX
1385,$41K-$86K,"Irving, TX",Advertising & Marketing,$41K,$86K,Irving,TX
1386,$41K-$86K,"Dallas, TX",Insurance Carriers,$41K,$86K,Dallas,TX
1387,$41K-$86K,"Grapevine, TX",IT Services,$41K,$86K,Grapevine,TX
1388,$41K-$86K,"Dallas, TX",Aerospace & Defense,$41K,$86K,Dallas,TX
1389,$41K-$86K,"Plano, TX",Unknown,$41K,$86K,Plano,TX
1390,$41K-$86K,"Dallas, TX",Staffing & Outsourcing,$41K,$86K,Dallas,TX
1391,$41K-$86K,"Dallas, TX",Enterprise Software & Network Solutions,$41K,$86K,Dallas,TX
1392,$41K-$86K,"Irving, TX",Security Services,$41K,$86K,Irving,TX
1393,$41K-$86K,"Dallas, TX",Staffing & Outsourcing,$41K,$86K,Dallas,TX
1394,$41K-$86K,"Plano, TX",Unknown,$41K,$86K,Plano,TX
1395,$41K-$86K,"Dallas, TX",IT Services,$41K,$86K,Dallas,TX
1396,$41K-$86K,"Dallas, TX",Unknown,$41K,$86K,Dallas,TX
1397,$41K-$86K,"Dallas, TX",Transportation Equipment Manufacturing,$41K,$86K,Dallas,TX
1398,$41K-$86K,"Dallas, TX",Lending,$41K,$86K,Dallas,TX
1399,$41K-$86K,"Irving, TX",Health Care Services & Hospitals,$41K,$86K,Irving,TX
1400,$41K-$86K,"Dallas, TX",Consulting,$41K,$86K,Dallas,TX
1401,$44K-$82K,"Tarrant, TX",Municipal Governments,$44K,$82K,Tarrant,TX
1402,$44K-$82K,"Dallas, TX",Staffing & Outsourcing,$44K,$82K,Dallas,TX
1403,$44K-$82K,"Irving, TX","Health, Beauty, & Fitness",$44K,$82K,Irving,TX
1404,$44K-$82K,"Dallas, TX",Unknown,$44K,$82K,Dallas,TX
1405,$44K-$82K,"Arlington, TX",Colleges & Universities,$44K,$82K,Arlington,TX
1406,$44K-$82K,"Plano, TX",Computer Hardware & Software,$44K,$82K,Plano,TX
1407,$44K-$82K,"Carrollton, TX",Lending,$44K,$82K,Carrollton,TX
1408,$44K-$82K,"Dallas, TX",Health Care Services & Hospitals,$44K,$82K,Dallas,TX
1409,$44K-$82K,"Plano, TX",Computer Hardware & Software,$44K,$82K,Plano,TX
1410,$44K-$82K,"Dallas, TX",Industrial Manufacturing,$44K,$82K,Dallas,TX
1411,$44K-$82K,"Southlake, TX",Construction,$44K,$82K,Southlake,TX
1412,$44K-$82K,"Dallas, TX",Lending,$44K,$82K,Dallas,TX
1413,$44K-$82K,"Dallas, TX",Financial Transaction Processing,$44K,$82K,Dallas,TX
1414,$44K-$82K,"Dallas, TX",Unknown,$44K,$82K,Dallas,TX
1415,$44K-$82K,"Dallas, TX",Advertising & Marketing,$44K,$82K,Dallas,TX
1416,$44K-$82K,"Plano, TX",Unknown,$44K,$82K,Plano,TX
1417,$44K-$82K,"Lewisville, TX",Investment Banking & Asset Management,$44K,$82K,Lewisville,TX
1418,$44K-$82K,"Irving, TX",Staffing & Outsourcing,$44K,$82K,Irving,TX
1419,$44K-$82K,"Dallas, TX",Staffing & Outsourcing,$44K,$82K,Dallas,TX
1420,$44K-$82K,"Coppell, TX",IT Services,$44K,$82K,Coppell,TX
1421,$44K-$82K,"Dallas, TX",Unknown,$44K,$82K,Dallas,TX
1422,$44K-$82K,"Dallas, TX",Consulting,$44K,$82K,Dallas,TX
1423,$44K-$82K,"Plano, TX",Consumer Product Rental,$44K,$82K,Plano,TX
1424,$44K-$82K,"Allen, TX",Unknown,$44K,$82K,Allen,TX
1425,$44K-$82K,"Plano, TX",Unknown,$44K,$82K,Plano,TX
1426,$44K-$82K,"Richardson, TX",Accounting,$44K,$82K,Richardson,TX
1427,$44K-$82K,"Farmers Branch, TX",Lending,$44K,$82K,Farmers Branch,TX
1428,$44K-$82K,"Dallas, TX",Consulting,$44K,$82K,Dallas,TX
1429,$48K-$88K,"Dallas, TX",Health Care Products Manufacturing,$48K,$88K,Dallas,TX
1430,$48K-$88K,"Plano, TX",Staffing & Outsourcing,$48K,$88K,Plano,TX
1431,$48K-$88K,"Irving, TX",IT Services,$48K,$88K,Irving,TX
1432,$48K-$88K,"Plano, TX",Staffing & Outsourcing,$48K,$88K,Plano,TX
1433,$48K-$88K,"Plano, TX",Health Care Services & Hospitals,$48K,$88K,Plano,TX
1434,$48K-$88K,"Irving, TX",Investment Banking & Asset Management,$48K,$88K,Irving,TX
1435,$48K-$88K,"Irving, TX",Staffing & Outsourcing,$48K,$88K,Irving,TX
1436,$48K-$88K,"Dallas, TX",Unknown,$48K,$88K,Dallas,TX
1437,$48K-$88K,"Arlington, TX",Colleges & Universities,$48K,$88K,Arlington,TX
1438,$48K-$88K,"Dallas, TX",Unknown,$48K,$88K,Dallas,TX
1439,$48K-$88K,"Irving, TX","Health, Beauty, & Fitness",$48K,$88K,Irving,TX
1440,$48K-$88K,"Dallas, TX",IT Services,$48K,$88K,Dallas,TX
1441,$48K-$88K,"Irving, TX",Staffing & Outsourcing,$48K,$88K,Irving,TX
1442,$48K-$88K,"Irving, TX",IT Services,$48K,$88K,Irving,TX
1443,$48K-$88K,"Dallas, TX",Electrical & Electronic Manufacturing,$48K,$88K,Dallas,TX
1444,$48K-$88K,"Richardson, TX",Staffing & Outsourcing,$48K,$88K,Richardson,TX
1445,$48K-$88K,"Allen, TX",IT Services,$48K,$88K,Allen,TX
1446,$48K-$88K,"Arlington, TX",Convenience Stores & Truck Stops,$48K,$88K,Arlington,TX
1447,$48K-$88K,"Richardson, TX",Accounting,$48K,$88K,Richardson,TX
1448,$48K-$88K,"Irving, TX",Advertising & Marketing,$48K,$88K,Irving,TX
1449,$48K-$88K,"Plano, TX",IT Services,$48K,$88K,Plano,TX
1450,$48K-$88K,"Richardson, TX",Staffing & Outsourcing,$48K,$88K,Richardson,TX
1451,$48K-$88K,"Plano, TX",Health Care Services & Hospitals,$48K,$88K,Plano,TX
1452,$48K-$88K,"Richardson, TX",Advertising & Marketing,$48K,$88K,Richardson,TX
1453,$48K-$88K,"Richardson, TX",Accounting,$48K,$88K,Richardson,TX
1454,$48K-$88K,"Dallas, TX",Real Estate,$48K,$88K,Dallas,TX
1455,$48K-$88K,"Irving, TX",Staffing & Outsourcing,$48K,$88K,Irving,TX
1456,$44K-$78K,"Arlington, TX",Transportation Management,$44K,$78K,Arlington,TX
1457,$44K-$78K,"Plano, TX",Logistics & Supply Chain,$44K,$78K,Plano,TX
1458,$44K-$78K,"Richardson, TX",Accounting,$44K,$78K,Richardson,TX
1459,$44K-$78K,"Plano, TX",Unknown,$44K,$78K,Plano,TX
1460,$44K-$78K,"Plano, TX",Staffing & Outsourcing,$44K,$78K,Plano,TX
1461,$44K-$78K,"Dallas, TX",Unknown,$44K,$78K,Dallas,TX
1462,$44K-$78K,"Plano, TX",Staffing & Outsourcing,$44K,$78K,Plano,TX
1463,$44K-$78K,"Plano, TX",Staffing & Outsourcing,$44K,$78K,Plano,TX
1464,$44K-$78K,"Irving, TX",Enterprise Software & Network Solutions,$44K,$78K,Irving,TX
1465,$44K-$78K,"Dallas, TX",Unknown,$44K,$78K,Dallas,TX
1466,$44K-$78K,"Irving, TX",Lending,$44K,$78K,Irving,TX
1467,$44K-$78K,"Allen, TX",Computer Hardware & Software,$44K,$78K,Allen,TX
1468,$110K-$190K,"Newark, CA",Staffing & Outsourcing,$110K,$190K,Newark,CA
1469,$110K-$190K,"Santa Clara, CA",Computer Hardware & Software,$110K,$190K,Santa Clara,CA
1470,$110K-$190K,"Newark, CA",Enterprise Software & Network Solutions,$110K,$190K,Newark,CA
1471,$110K-$190K,"Santa Clara, CA",Enterprise Software & Network Solutions,$110K,$190K,Santa Clara,CA
1472,$110K-$190K,"Redwood City, CA",Enterprise Software & Network Solutions,$110K,$190K,Redwood City,CA
1473,$110K-$190K,"Santa Clara, CA",Sports & Recreation,$110K,$190K,Santa Clara,CA
1474,$110K-$190K,"Cupertino, CA",Staffing & Outsourcing,$110K,$190K,Cupertino,CA
1475,$110K-$190K,"Fremont, CA",Transportation Equipment Manufacturing,$110K,$190K,Fremont,CA
1476,$110K-$190K,"San Jose, CA",IT Services,$110K,$190K,San Jose,CA
1477,$110K-$190K,"Menlo Park, CA",IT Services,$110K,$190K,Menlo Park,CA
1478,$110K-$190K,"Santa Clara, CA",Accounting,$110K,$190K,Santa Clara,CA
1479,$110K-$190K,"San Jose, CA",Unknown,$110K,$190K,San Jose,CA
1480,$110K-$190K,"San Jose, CA",IT Services,$110K,$190K,San Jose,CA
1481,$110K-$190K,"Palo Alto, CA",Health Care Services & Hospitals,$110K,$190K,Palo Alto,CA
1482,$110K-$190K,"Cupertino, CA",Staffing & Outsourcing,$110K,$190K,Cupertino,CA
1483,$110K-$190K,"Palo Alto, CA",Unknown,$110K,$190K,Palo Alto,CA
1484,$110K-$190K,"Mountain View, CA",Enterprise Software & Network Solutions,$110K,$190K,Mountain View,CA
1485,$110K-$190K,"Menlo Park, CA",IT Services,$110K,$190K,Menlo Park,CA
1486,$110K-$190K,"Mountain View, CA",Computer Hardware & Software,$110K,$190K,Mountain View,CA
1487,$110K-$190K,"Cupertino, CA",IT Services,$110K,$190K,Cupertino,CA
1488,$110K-$190K,"Sunnyvale, CA",Staffing & Outsourcing,$110K,$190K,Sunnyvale,CA
1489,$110K-$190K,"Sunnyvale, CA",IT Services,$110K,$190K,Sunnyvale,CA
1490,$110K-$190K,"San Jose, CA",Health Care Services & Hospitals,$110K,$190K,San Jose,CA
1491,$110K-$190K,"San Jose, CA",IT Services,$110K,$190K,San Jose,CA
1492,$110K-$190K,"Los Gatos, CA",Internet,$110K,$190K,Los Gatos,CA
1493,$110K-$190K,"San Jose, CA",Unknown,$110K,$190K,San Jose,CA
1494,$110K-$190K,"San Jose, CA",Consulting,$110K,$190K,San Jose,CA
1495,$110K-$190K,"Sunnyvale, CA",Staffing & Outsourcing,$110K,$190K,Sunnyvale,CA
1496,$110K-$190K,"San Jose, CA",IT Services,$110K,$190K,San Jose,CA
1497,$89K-$151K,"Santa Clara, CA",IT Services,$89K,$151K,Santa Clara,CA
1498,$89K-$151K,"Los Gatos, CA",Internet,$89K,$151K,Los Gatos,CA
1499,$89K-$151K,"San Jose, CA",Staffing & Outsourcing,$89K,$151K,San Jose,CA
1500,$89K-$151K,"Santa Clara, CA",Computer Hardware & Software,$89K,$151K,Santa Clara,CA
1501,$89K-$151K,"Cupertino, CA",Staffing & Outsourcing,$89K,$151K,Cupertino,CA
1502,$89K-$151K,"San Jose, CA",Electrical & Electronic Manufacturing,$89K,$151K,San Jose,CA
1503,$89K-$151K,"San Jose, CA",Advertising & Marketing,$89K,$151K,San Jose,CA
1504,$89K-$151K,"San Jose, CA",Staffing & Outsourcing,$89K,$151K,San Jose,CA
1505,$89K-$151K,"Sunnyvale, CA",IT Services,$89K,$151K,Sunnyvale,CA
1506,$89K-$151K,"San Jose, CA",Accounting,$89K,$151K,San Jose,CA
1507,$89K-$151K,"Menlo Park, CA",IT Services,$89K,$151K,Menlo Park,CA
1508,$89K-$151K,"San Jose, CA",Enterprise Software & Network Solutions,$89K,$151K,San Jose,CA
1509,$89K-$151K,"Redwood City, CA","Health, Beauty, & Fitness",$89K,$151K,Redwood City,CA
1510,$89K-$151K,"Redwood City, CA",Internet,$89K,$151K,Redwood City,CA
1511,$89K-$151K,"Sunnyvale, CA",Staffing & Outsourcing,$89K,$151K,Sunnyvale,CA
1512,$89K-$151K,"San Jose, CA",IT Services,$89K,$151K,San Jose,CA
1513,$89K-$151K,"Cupertino, CA",IT Services,$89K,$151K,Cupertino,CA
1514,$89K-$151K,"San Jose, CA",IT Services,$89K,$151K,San Jose,CA
1515,$89K-$151K,"Sunnyvale, CA",Unknown,$89K,$151K,Sunnyvale,CA
1516,$89K-$151K,"San Jose, CA",Unknown,$89K,$151K,San Jose,CA
1517,$89K-$151K,"Santa Clara, CA",Computer Hardware & Software,$89K,$151K,Santa Clara,CA
1518,$89K-$151K,"Santa Clara, CA",Computer Hardware & Software,$89K,$151K,Santa Clara,CA
1519,$89K-$151K,"Menlo Park, CA",Internet,$89K,$151K,Menlo Park,CA
1520,$89K-$151K,"Palo Alto, CA",Computer Hardware & Software,$89K,$151K,Palo Alto,CA
1521,$89K-$151K,"Cupertino, CA",IT Services,$89K,$151K,Cupertino,CA
1522,$89K-$151K,"San Jose, CA",IT Services,$89K,$151K,San Jose,CA
1523,$89K-$151K,"San Jose, CA",Unknown,$89K,$151K,San Jose,CA
1524,$89K-$151K,"Redwood City, CA",Health Care Services & Hospitals,$89K,$151K,Redwood City,CA
1525,$69K-$127K,"Stanford, CA",Colleges & Universities,$69K,$127K,Stanford,CA
1526,$69K-$127K,"San Jose, CA",IT Services,$69K,$127K,San Jose,CA
1527,$69K-$127K,"Los Gatos, CA",Publishing,$69K,$127K,Los Gatos,CA
1528,$69K-$127K,"San Jose, CA",Computer Hardware & Software,$69K,$127K,San Jose,CA
1529,$69K-$127K,"Palo Alto, CA",IT Services,$69K,$127K,Palo Alto,CA
1530,$69K-$127K,"Santa Clara, CA",Computer Hardware & Software,$69K,$127K,Santa Clara,CA
1531,$69K-$127K,"Menlo Park, CA",Unknown,$69K,$127K,Menlo Park,CA
1532,$69K-$127K,"Menlo Park, CA",Brokerage Services,$69K,$127K,Menlo Park,CA
1533,$69K-$127K,"Stanford, CA",Colleges & Universities,$69K,$127K,Stanford,CA
1534,$69K-$127K,"Santa Clara, CA",Unknown,$69K,$127K,Santa Clara,CA
1535,$69K-$127K,"San Jose, CA",Unknown,$69K,$127K,San Jose,CA
1536,$69K-$127K,"Santa Clara, CA",Computer Hardware & Software,$69K,$127K,Santa Clara,CA
1537,$69K-$127K,"Redwood City, CA",Staffing & Outsourcing,$69K,$127K,Redwood City,CA
1538,$69K-$127K,"Cupertino, CA",Computer Hardware & Software,$69K,$127K,Cupertino,CA
1539,$69K-$127K,"Redwood City, CA",Computer Hardware & Software,$69K,$127K,Redwood City,CA
1540,$69K-$127K,"Mountain View, CA",IT Services,$69K,$127K,Mountain View,CA
1541,$69K-$127K,"Sunnyvale, CA",Unknown,$69K,$127K,Sunnyvale,CA
1542,$69K-$127K,"Sunnyvale, CA",Staffing & Outsourcing,$69K,$127K,Sunnyvale,CA
1543,$69K-$127K,"Cupertino, CA",Staffing & Outsourcing,$69K,$127K,Cupertino,CA
1544,$69K-$127K,"Mountain View, CA",Unknown,$69K,$127K,Mountain View,CA
1545,$69K-$127K,"Fremont, CA",IT Services,$69K,$127K,Fremont,CA
1546,$69K-$127K,"Stanford, CA",Colleges & Universities,$69K,$127K,Stanford,CA
1547,$69K-$127K,"Sunnyvale, CA",Staffing & Outsourcing,$69K,$127K,Sunnyvale,CA
1548,$69K-$127K,"San Jose, CA",IT Services,$69K,$127K,San Jose,CA
1549,$69K-$127K,"Sunnyvale, CA",Biotech & Pharmaceuticals,$69K,$127K,Sunnyvale,CA
1550,$69K-$127K,"San Jose, CA",IT Services,$69K,$127K,San Jose,CA
1551,$69K-$127K,"San Jose, CA",IT Services,$69K,$127K,San Jose,CA
1552,$69K-$127K,"Santa Clara, CA",IT Services,$69K,$127K,Santa Clara,CA
1553,$69K-$127K,"Santa Clara, CA",Computer Hardware & Software,$69K,$127K,Santa Clara,CA
1554,$69K-$127K,"San Jose, CA",IT Services,$69K,$127K,San Jose,CA
1555,$51K-$93K,"San Jose, CA",IT Services,$51K,$93K,San Jose,CA
1556,$51K-$93K,"Palo Alto, CA",Consumer Electronics & Appliances Stores,$51K,$93K,Palo Alto,CA
1557,$51K-$93K,"Santa Clara, CA",Computer Hardware & Software,$51K,$93K,Santa Clara,CA
1558,$51K-$93K,"Menlo Park, CA",Staffing & Outsourcing,$51K,$93K,Menlo Park,CA
1559,$51K-$93K,"San Jose, CA",Computer Hardware & Software,$51K,$93K,San Jose,CA
1560,$51K-$93K,"Mountain View, CA",Health Care Services & Hospitals,$51K,$93K,Mountain View,CA
1561,$51K-$93K,"Fremont, CA",Unknown,$51K,$93K,Fremont,CA
1562,$51K-$93K,"Sunnyvale, CA",Biotech & Pharmaceuticals,$51K,$93K,Sunnyvale,CA
1563,$51K-$93K,"Cupertino, CA",Advertising & Marketing,$51K,$93K,Cupertino,CA
1564,$51K-$93K,"East Palo Alto, CA",Internet,$51K,$93K,East Palo Alto,CA
1565,$51K-$93K,"Menlo Park, CA",Unknown,$51K,$93K,Menlo Park,CA
1566,$51K-$93K,"Redwood City, CA",Unknown,$51K,$93K,Redwood City,CA
1567,$51K-$93K,"Pleasanton, CA",Accounting,$51K,$93K,Pleasanton,CA
1568,$51K-$93K,"Pleasanton, CA",Accounting,$51K,$93K,Pleasanton,CA
1569,$51K-$93K,"San Jose, CA",IT Services,$51K,$93K,San Jose,CA
1570,$51K-$93K,"Sunnyvale, CA",Architectural & Engineering Services,$51K,$93K,Sunnyvale,CA
1571,$51K-$93K,"Mountain View, CA",Health Care Services & Hospitals,$51K,$93K,Mountain View,CA
1572,$51K-$93K,"Union City, CA",Industrial Manufacturing,$51K,$93K,Union City,CA
1573,$51K-$93K,"San Jose, CA",Enterprise Software & Network Solutions,$51K,$93K,San Jose,CA
1574,$51K-$93K,"Mountain View, CA",Unknown,$51K,$93K,Mountain View,CA
1575,$51K-$93K,"Redwood City, CA",Colleges & Universities,$51K,$93K,Redwood City,CA
1576,$51K-$93K,"San Jose, CA",IT Services,$51K,$93K,San Jose,CA
1577,$51K-$93K,"Palo Alto, CA",Consulting,$51K,$93K,Palo Alto,CA
1578,$51K-$93K,"Mountain View, CA",Computer Hardware & Software,$51K,$93K,Mountain View,CA
1579,$51K-$93K,"Palo Alto, CA",Health Care Services & Hospitals,$51K,$93K,Palo Alto,CA
1580,$51K-$93K,"Sunnyvale, CA",Biotech & Pharmaceuticals,$51K,$93K,Sunnyvale,CA
1581,$51K-$93K,"Milpitas, CA",Consulting,$51K,$93K,Milpitas,CA
1582,$51K-$93K,"Palo Alto, CA",Consulting,$51K,$93K,Palo Alto,CA
1583,$51K-$93K,"Cupertino, CA",Staffing & Outsourcing,$51K,$93K,Cupertino,CA
1584,$58K-$93K,"Cupertino, CA",Staffing & Outsourcing,$58K,$93K,Cupertino,CA
1585,$58K-$93K,"Union City, CA",Health Care Services & Hospitals,$58K,$93K,Union City,CA
1586,$58K-$93K,"Menlo Park, CA",Internet,$58K,$93K,Menlo Park,CA
1587,$58K-$93K,"Milpitas, CA",Enterprise Software & Network Solutions,$58K,$93K,Milpitas,CA
1588,$58K-$93K,"Cupertino, CA",Advertising & Marketing,$58K,$93K,Cupertino,CA
1589,$58K-$93K,"San Jose, CA",IT Services,$58K,$93K,San Jose,CA
1590,$58K-$93K,"Milpitas, CA",Unknown,$58K,$93K,Milpitas,CA
1591,$58K-$93K,"Santa Clara, CA",Insurance Agencies & Brokerages,$58K,$93K,Santa Clara,CA
1592,$58K-$93K,"Palo Alto, CA",Biotech & Pharmaceuticals,$58K,$93K,Palo Alto,CA
1593,$58K-$93K,"Milpitas, CA",Enterprise Software & Network Solutions,$58K,$93K,Milpitas,CA
1594,$58K-$93K,"San Jose, CA",Unknown,$58K,$93K,San Jose,CA
1595,$58K-$93K,"Mountain View, CA",Staffing & Outsourcing,$58K,$93K,Mountain View,CA
1596,$58K-$93K,"Union City, CA",Industrial Manufacturing,$58K,$93K,Union City,CA
1597,$58K-$93K,"Mountain View, CA",Staffing & Outsourcing,$58K,$93K,Mountain View,CA
1598,$58K-$93K,"Sunnyvale, CA",Computer Hardware & Software,$58K,$93K,Sunnyvale,CA
1599,$58K-$93K,"Santa Clara, CA",Unknown,$58K,$93K,Santa Clara,CA
1600,$58K-$93K,"Sunnyvale, CA",Staffing & Outsourcing,$58K,$93K,Sunnyvale,CA
1601,$58K-$93K,"San Jose, CA",IT Services,$58K,$93K,San Jose,CA
1602,$58K-$93K,"Sunnyvale, CA",Computer Hardware & Software,$58K,$93K,Sunnyvale,CA
1603,$58K-$93K,"Menlo Park, CA",IT Services,$58K,$93K,Menlo Park,CA
1604,$58K-$93K,"Santa Clara, CA",Computer Hardware & Software,$58K,$93K,Santa Clara,CA
1605,$58K-$93K,"Palo Alto, CA",Consulting,$58K,$93K,Palo Alto,CA
1606,$58K-$93K,"Milpitas, CA",IT Services,$58K,$93K,Milpitas,CA
1607,$58K-$93K,"Mountain View, CA",Consulting,$58K,$93K,Mountain View,CA
1608,$58K-$93K,"Mountain View, CA",Internet,$58K,$93K,Mountain View,CA
1609,$58K-$93K,"Fremont, CA",Unknown,$58K,$93K,Fremont,CA
1610,$58K-$93K,"Redwood City, CA",Staffing & Outsourcing,$58K,$93K,Redwood City,CA
1611,$58K-$93K,"Cupertino, CA",Consulting,$58K,$93K,Cupertino,CA
1612,$58K-$93K,"Santa Clara, CA",IT Services,$58K,$93K,Santa Clara,CA
1613,$58K-$93K,"San Jose, CA",Computer Hardware & Software,$58K,$93K,San Jose,CA
